agent,build,chore,ci,docs,feat,fix,other,perf,refactor,revert,style,test
Claude_Code,0.044237764550264555,3.929145833333333,0.010677083333333334,1.419413097993827,1.7125293427230048,2.928580948372615,,0.23763310185185185,1.874451566951567,,,0.33329475308641976
Copilot,2.980592013888889,2.221631102693603,1.398923335537919,3.8194093475219826,3.432961040055087,3.381178528380451,,2.10756462191358,3.3901015142746918,1.1362355324074074,0.9713233024691358,3.172119763205829
Cursor,0.16887490354938273,0.6642476851851852,0.6383317901234568,0.5069733796296296,0.9622074123855038,0.8737362841043891,0.0006404320987654322,0.12525568181818184,1.376864872685185,,0.3400587606837607,1.6916636473429951
Devin,0.2766482107107107,0.534705261472164,0.713774112654321,3.383525510097201,1.7623616926104848,0.9447731179173576,,2.232346380471381,0.9712727281212664,0.6691059027777778,0.12242170479302834,1.5493163449466414
OpenAI_Codex,0.17540967470402954,1.0013062728221178,0.2863379731156595,0.18848135836342883,0.3228438139585995,0.5881073069396042,,0.2485975669818755,0.43421661901475567,0.1322945601851852,0.11141508838383839,0.2271119589239445
